美国
罗伯特·肖恩·莱纳德
伊桑·霍克
乔西·查尔斯
詹姆斯·伍兹
伊丽莎白·麦戈文
乔·佩西
赛尔乔·莱翁内
凯文·史派西
格温妮斯·帕特洛
艾德里安·布洛迪
托马斯·克莱舒曼
艾米莉娅·福克斯
米哈乌·热布罗夫斯基
罗曼·波兰斯基
乔纳森·泰勒·托马斯
马修·布罗德里克
杰瑞米·艾恩斯
詹姆斯·厄尔·琼斯
罗杰·阿勒斯
罗伯·明可夫
梅尔·吉布森
苏菲·玛索
布莱恩·考克斯
詹姆斯·卡沙莫
中谷美纪
瑛太
市川实日子
中岛哲也
休·杰克曼
斯嘉丽·约翰逊
宋康昊
吴达洙
金英爱
郭度沅
杨宇硕
约翰尼·德普
薇诺娜·瑞德
黛安·韦斯特
安东尼·迈克尔·豪尔
蒂姆·波顿
Amir Farrokh Hashemian
默罕默德·阿米尔·纳吉
Bahare Seddiqi
Nafise Jafar-Mohammadi
马基德·马基迪
朱莉·安德鲁斯
埃琳诺·帕克
理查德·海顿
罗伯特·怀斯
泰隆·鲍华
玛琳·黛德丽
查尔斯·劳顿
爱尔莎·兰切斯特
比利·怀德
吴倩莲
杨贵媚
王渝文
郎雄
约翰·特拉沃尔塔
乌玛·瑟曼
阿曼达·普拉莫
昆汀·塔伦蒂诺
本木雅弘
广末凉子
山崎努
吉行和子
泷田洋二郎
凯特·布兰切特
朱莉娅·奥蒙德
芳妮·A·钱勃丝
朱迪·福斯特
安东尼·霍普金斯
斯科特·格伦
安东尼·希尔德
乔纳森·戴米
阿什顿·库彻
梅罗拉·沃特斯
艾米·斯马特
埃尔登·汉森
埃里克·布雷斯
J·麦基·格鲁伯
基努·里维斯
凯瑞-安·莫斯
劳伦斯·菲什伯恩
莉莉·沃卓斯基
拉娜·沃卓斯基
汤姆·塞兹摩尔
爱德华·伯恩斯
巴里·佩珀
托妮·科莱特
菲利普·塞默·霍夫曼
艾瑞克·巴纳
巴瑞·哈姆弗莱斯
亚当·艾略特
莫妮卡·贝鲁奇
圭塞佩·苏尔法罗
Luciano Federico
Matilde Piana
薛耿求
严志媛
李来
金海淑
李濬益
马特·达蒙
本·阿弗莱克
斯特兰·斯卡斯加德
格斯·范·桑特
松田洋治
石田百合子
田中裕子
森光子
布鲁斯·威利斯
海利·乔·奥斯蒙
奥莉维亚·威廉姆斯
M·奈特·沙马兰
夏雨
宁静
陶虹
耿乐
周润发
刘嘉玲
张震
王家卫
伊万·麦克格雷格
阿尔伯特·芬尼
比利·克鲁德普
杰西卡·兰格
邱岳峰
富润生
毕克
尚华
万籁鸣
唐澄
林青霞
叶玉卿
金城武
王菲
沈恩京
闵孝琳
姜素拉
南宝拉
姜炯哲
亚历桑德雷·罗德里格斯
Leandro Firmino
菲利佩·哈根森
道格拉斯·席尔瓦
卡迪亚·兰德
费尔南多·梅里尔斯
马克·鲁弗洛
马克斯·冯·叙多
马丁·斯科塞斯
黎明
张曼玉
杨恭如
陈可辛
约翰·库萨克
雷·利奥塔
阿曼达·皮特
阿尔弗雷德·莫里纳
詹姆斯·曼高德
松隆子
冈田将生
木村佳乃
西井幸人
吴念真
李凯莉
金燕玲
张洋洋
杨德昌
杰弗里·拉什
奥兰多·布鲁姆
凯拉·奈特莉
戈尔·维宾斯基
朱莉·德尔佩
安德莉亚·埃克特
汉诺·波西尔
理查德·林克莱特
萨姆·沃辛顿
佐伊·索尔达娜
西格妮·韦弗
史蒂芬·朗
麦斯·米科尔森
托玛斯·博·拉森
安妮卡·韦德科普
拉塞·福格尔斯特伦
托马斯·温特伯格
托尼·雷沃罗利
威廉·达福
韦斯·安德森
京田尚子
麦人
杰克·吉伦哈尔
米歇尔·威廉姆斯
辰己努
白石绫乃
志乃原良子
山口朱美
高畑勋
弗农·多布切夫
克里斯托弗·沃肯
马丁·辛
查理·卓别林
宝莲·高黛
亨利·伯格曼
Tiny Sandford
本名阳子
小林桂树
高山南
高桥一生
近藤喜文
尊龙
陈冲
彼得·奥图尔
英若诚
贝纳尔多·贝托鲁奇
杰伊·巴鲁切尔
杰拉德·巴特勒
克雷格·费格森
亚美莉卡·费雷拉
迪恩·德布洛斯
克里斯·桑德斯
丹尼尔·雷德克里夫
艾玛·沃森
鲁伯特·格林特
艾伦·瑞克曼
克里斯·哥伦布
克里斯蒂娜·亨德里克斯
刘玉玲
托尼·凯耶
皮尔斯·布鲁斯南
雅克·贝汉
宫泽理惠
 雅克·克鲁奥德
凯瑟琳·泽塔-琼斯
斯坦利·图齐
迭戈·鲁纳
艾丹·奎因
爱德华·兹威克
阿萨·巴特菲尔德
维拉·法米加
大卫·休里斯
杰克·塞隆
马克·赫尔曼
北野武
关口雄介
岸本加世子
Gurêto Gidayû
朱丽娅·斯蒂尔斯
大卫·斯特雷泽恩
保罗·格林格拉斯
雷·沃纳尔
加利·艾尔维斯
丹尼·格洛弗
温子仁
史蒂夫·卡瑞尔
杰森·席格尔
拉塞尔·布兰德
威尔·阿奈特
皮艾尔·柯芬
克里斯·雷纳德
王祖贤
午马
刘兆铭
程小东
休·格兰特
科林·费尔斯
艾玛·汤普森
理查德·柯蒂斯
裴淳华
尼尔·帕特里克·哈里斯
凯莉·库恩
志田未来
神木隆之介
三浦友和
树木希林
米林宏昌
吴君如
任达华
钟绍图
李治廷
罗启锐
达斯汀·霍夫曼
汤姆·克鲁斯
瓦莱莉·高利诺
邦尼·亨特
巴瑞·莱文森
路易·德·菲耐斯
布尔维尔
克劳迪奥·布鲁克
安德丽·帕里西
杰拉尔·乌里
三船敏郎
志村乔
稻叶义男
宫口精二
黑泽明
戴夫·帕特尔
芙蕾达·平托
亚尼·卡普
沙鲁巴·舒克拉
丹尼·博伊尔
洛芙琳·坦丹
河正宇
李璟荣
全慧珍
李大为
金秉祐
盖·皮尔斯
乔·潘托里亚诺
小马克·布恩
尼古拉斯·凯奇
瑞恩·雷诺兹
艾玛·斯通
凯瑟琳·基纳
柯克·德·米科
金相庆
金雷河
奉俊昊
约翰·古德曼
比利·克里斯托
玛丽·吉布斯
史蒂夫·布西密
大卫·斯沃曼
李·昂克里奇
林原惠美
古谷彻
江守彻
山寺宏一
今敏
唐·钱德尔
苏菲·奥康内多
杰昆·菲尼克斯
尼克·诺特
特瑞·乔治
仲里依纱
石田卓也
板仓光隆
原沙知绘
细田守
罗伯特·泰勒
露塞尔·沃特森
弗吉尼亚·菲尔德
茂文·勒鲁瓦
米拉·库尼斯
文森特·卡索
达伦·阿伦诺夫斯基
瑞恩·高斯林
瑞秋·麦克亚当斯
吉娜·罗兰兹
詹姆斯·加纳
尼克·卡索维茨
艾文·布莱纳
约翰尼·李·米勒
凯文·麦克基德
金妮弗·古德温
杰森·贝特曼
伊德里斯·艾尔巴
珍妮·斯蕾特
拜伦·霍华德
瑞奇·摩尔
杰拉德·布什
赵文瑄
归亚蕾
金素梅
狄龙
朱宝意
吴宇森
马修·麦克费登
唐纳德·萨瑟兰
布兰达·布莱斯
乔·赖特
吉恩·凯利
唐纳德·奥康纳
黛比·雷诺斯
赛德·查里斯
斯坦利·多南
塔莉娅·夏尔
安迪·加西亚
凯文·科斯特纳
劳拉·邓恩
克林特·伊斯特伍德
T·J·劳瑟
桥本爱
三浦贵大
松冈茉优
温水洋一
森淳一
张柏芝
莫文蔚
李力持
蒂姆·艾伦
琼·库萨克
尼德·巴蒂
钟楚红
朱江
佐仓绫音
内山昂辉
大森贵弘
弗兰西丝·奥康纳
山姆·洛巴兹
杰克·托马斯
西恩·潘
达科塔·范宁
米歇尔·菲佛
杰茜·尼尔森
本·卫肖
蕾切儿·哈伍德
汤姆·提克威
雷·罗马诺
约翰·雷吉扎莫
丹尼斯·利瑞
杰克·布莱克
卡洛斯·沙尔丹哈
克里斯·韦奇
尤尔根·沃格尔
弗雷德里克·劳
马克思·雷迈特
詹妮弗·乌尔里希
丹尼斯·甘塞尔
桑德拉·布洛克
马特·狄龙
布兰登·费舍
保罗·哈吉斯
柳承龙
朴信惠
郑镇荣
金正泰
李焕庆
大卫·叶茨
大卫·克劳斯
詹妮特·海因
史蒂芬·戴德利
潘迪华
萧炳林
杰里米·西奥伯德
亚历克斯·霍
露西·拉塞尔
约翰·诺兰
让-马克·巴尔
罗姗娜·阿奎特
水桥研二
近藤好美 
尾上绫华
花村怜美
新海诚
佩曼·莫阿迪
蕾拉·哈塔米
萨瑞·巴亚特
沙哈布·侯赛尼
阿斯哈·法哈蒂
千秋实
京町子
森雅之
艾伦·伯斯汀
杰瑞德·莱托
马龙·韦恩斯
布丽姬·穆娜
伊安·霍姆
安德鲁·尼科尔
多布杰
张正阳
亓亮
赵雪莹
陆川
霍卫民
王笑天
罗芸
杨瑜珍
忻钰坤
斯科特·安第斯
瑞恩·波特
丹尼尔·海尼
T·J·米勒
唐·霍尔
克里斯·威廉姆斯
陈百祥
郑佩佩
比尔·奈伊
肯尼思·布拉纳
尼克·弗罗斯特
多姆纳尔·格里森
莉迪亚·威尔逊
弗兰卡·波坦特
克里斯·库珀
克里夫·欧文
道格·里曼
汤姆·哈迪
达席尔·萨法瑞
塔奈·切赫达
萨谢·英吉尼尔
阿莫尔·古普特
米歇尔·德巴
埃米尔·赫施
马西娅·盖伊·哈登
威廉·赫特
吉娜·马隆
里卡杜·达林
艾丽卡·里瓦斯
丽塔·科尔泰塞
地亚哥·詹蒂莱
达米安·斯兹弗隆
大卫·摩斯
迈克·克拉克·邓肯
肖恩·康纳利
约翰·斯宾塞
迈克尔·贝
梅利莎·乔治
利亚姆·海姆斯沃斯
迈克尔·多曼
瑞秋·卡帕尼
克里斯托弗·史密斯
珍妮特·利
安东尼·博金斯
维拉·迈尔斯
阿尔弗雷德·希区柯克
詹妮弗·加纳
史蒂夫·茨恩
让-马克·瓦雷
佐久间玲
山口胜平
户田惠子
三上博史
恰拉
伊藤步
江口洋介
亨弗莱·鲍嘉
英格丽·褒曼
保罗·亨雷德
克劳德·雷恩斯
迈克尔·柯蒂斯
詹姆斯·柯登
海莉·斯坦菲尔德
约翰·卡尼
大卫·李·史密斯
托尼·托德
约翰·比灵斯列
安妮卡·彼得森
理查德·沙因克曼
岩男润子
松本梨香
辻亲八
克里斯汀·斯科特·托马斯
朱丽叶·比诺什
安东尼·明格拉
迈尔斯·特勒
J·K·西蒙斯
保罗·雷瑟
梅莉莎·班诺伊
达米恩·查泽雷
笠智众
原节子
杉村春子
东山千荣子
小津安二郎
亚历桑德罗·尼沃拉
阿诺·施瓦辛格
琳达·汉密尔顿
爱德华·福隆
罗伯特·帕特里克
杰米·福克斯
克里斯托弗·沃尔兹
塞缪尔·杰克逊
杨静怡
张国柱
王启赞
吉娜·戴维斯
苏珊·萨兰登
哈威·凯特尔
迈克尔·马德森
雷德利·斯科特
詹姆斯·沃克
特里特·威廉斯
多米尼克·斯科特·凯伊
莎拉·德鲁
彼得·维纳
亨利·托马斯
迪·沃伦斯
罗伯特·麦克纳夫顿
德鲁·巴里摩尔
山本圭
井川比佐志
片桐入
仲代达矢
神山征二郎
梁正晖
严定宪
王树忱
徐景达
马尔科姆·麦克道威尔
帕特里克·马基
迈克尔·贝茨
沃伦·克拉克
斯坦利·库布里克
娜奥米·沃茨
劳拉·哈灵
安·米勒
贾斯汀·塞洛克斯
大卫·林奇
米歇尔·莫纳汉
杰弗里·怀特
邓肯·琼斯
赵文卓
吴兴国
徐克
梁家辉
甄子丹
李惠民
史蒂芬·鲍德温
加布里埃尔·伯恩
本尼西奥·德尔·托罗
凯文·波拉克
布莱恩·辛格
安妮特·贝宁
索拉·伯奇
米娜·苏瓦丽
萨姆·门德斯
埃里·瓦拉赫
李·范·克里夫
阿尔多·久弗瑞
Marius Weyers
Sandra Prinsloo
历苏
Louw Verwey
加美·尤伊斯
弗吉尼亚·切瑞尔
佛罗伦斯·李
梅拉尼·罗兰
伊莱·罗斯
马里奥·毛瑞尔
平采娜·乐维瑟派布恩
苏达拉·布查蓬
雅尼卡·桑普蕾舞
普特鹏·普罗萨卡·那·萨克那卡林
华森·波克彭
乔尔·埃哲顿
詹妮弗·莫里森
加文·欧康诺
金艺芬
俞承豪
童孝熙
闵京勋
李廷香
格伦·汉塞德
玛可塔·伊尔格洛娃
Alaistair Foley
George Hendrick
桂纶镁
陈柏霖
梁又琳
明金成
易智言
李晋纬
林海峰
袁建滔
简·林奇
约翰·C·赖利
萨拉·西尔弗曼
杰克·麦克布瑞尔
克斯汀·邓斯特
米歇尔·贡德里
米歇尔·塞罗
柯莱儿·布翁尼许
娜德·蒂约
奥黛丽·玛丽奥
费利普·弥勒
玛丽·麦克唐纳
格雷厄姆·格林
加布里埃尔·曼
艾伦·帕克
马克西姆·戈达尔
瓦莱丽·勒梅西埃
桑德琳娜·基贝兰
劳伦·泰拉德
汤姆·霍珀
西恩·海耶斯
贝弗利·陶德
杰曼·翰苏
大卫·哈雷伍德
本尼迪克特·康伯巴奇
马修·古迪
罗里·金奈尔
莫滕·泰杜姆
丹尼斯·法里纳
克里斯蒂安·史莱特
尼尔·乔丹
海伦·亨特
克里斯·诺斯
尼克·西塞
维特维斯特·海伦亚沃恩酷
赖拉·邦雅淑
坎雅·拉坦娜佩琦
楚克‧萨克瑞科
费尔兰德·蒙特纳哥
马里利娅·佩拉
文尼西斯·狄·奥利维拉
奥顿·巴斯托斯
沃尔特·塞勒斯
郭涛
刘桦
连晋
黄渤
宁浩
裘德·洛
艾伦·阿金
山姆·洛克威尔
多米妮克·麦克艾丽戈特
卡雅·斯考达里奥
吴镇宇
吕颂贤
杜琪峰
吉约姆·卡内
玛丽昂·歌迪亚
蒂博•费尔哈格
约瑟芬·勒巴-乔利
杨·塞谬尔
肖姆斯·戴维-菲茨帕特里克
詹妮弗·普里尔
杰西卡·阿尔芭
弗兰克·米勒
罗伯特·罗德里格兹
小野二郎 
小野祯一
小野隆
山本益弘
大卫·贾柏
宋在浩
李顺载
尹秀晶
金秀美
秋昌旼
梅丽尔·斯特里普
安妮·科利
维克多·斯勒扎克
康妮·尼尔森
理查德·哈里斯
孙艺珍
曹承佑
赵寅成
李己雨
郭在容
乔什·哈奈特
金·寇兹
经典
励志
信念
自由
人性
人生
1994
法国电影
温情
感人
中国电影
文艺
同志
香港电影
哥哥
成长
二战
亲情
动漫
吉卜力
2001
卡通
斯皮尔伯格
辛德勒的名单
美国电影
电影
浪漫
感动
奥斯卡
1997
大片
心理
2010
哲学
皮克斯
环保
2008
迪斯尼
童话
海上钢琴师
钢琴
意大利电影
电影原声
搞笑
宝莱坞
2009
动物
真实事件改编
温暖
翻拍
教育
欧洲
老师
大话西游
中国
1995
黑帮
黑社会
1972
童年
1988
JimCarrey
楚门的世界
费雯丽
乱世佳人
飘
欧美
天堂电影院
托纳多雷
父子
2006
法式情怀
2011
黑白
1957
法律
推理
警匪
2002
魔幻
史诗
2003
青春
初恋
罗马假日
赫本
天空之城
日本动画
宮崎駿
宫崎峻
动画片
3D
2012
小说改编
鬼子来了
抗日
大陆
国产
黑色幽默
黑色
1998
诺兰
漫画改编
梦想
pixar
Disney
太空
宇宙
2014
1975
活着
文革
德国电影
东德
社会主义
窃听
震撼
残酷
政治
我的2009十佳
闻香识女人
AlPacino
NataliePortman
暴力
教父
1974
哈尔的移动城堡
暗恋
死亡诗社
RobinWilliams
美国往事
RobertDeNiro
七宗罪
宗教
波兰斯基
勇敢的心
女性
魔术
ChristopherNolan
HughJackman
民主
2013
律政
JohnnyDepp
剪刀手爱德华
TimBurton
伊朗电影
纯真
小鞋子
孩子
音乐剧
音乐之声
歌舞片
台湾电影
伦理
饮食男女
张艾嘉
日本电影
入殓师
沉默的羔羊
2004
黑客帝国
1999
思想
TomHanks
StevenSpielberg
粘土动画
友情
孤独
西西里的美丽传说
虐心
GusVanSant
幽灵公主
灵异
阳光灿烂的日子
内地
同性恋
春光乍泄
国产动画
大闹天宫
中国动画
1993
重庆森林
南美
LeonardoDiCaprio
MartinScorsese
怀旧
1996
缘分
复仇
一一
生活
楊德昌
加勒比海盗
海盗
旅行
情感
IMAX
社会
北欧
戛纳
风之谷
2005
再见萤火虫
卓别林
默片
CharlesChaplin
1936
侧耳倾听
1987
溥仪
梦工厂
哈利波特
harrypotter
海洋
自然
探索
JacquesPerrin
秋日传奇
穿条纹衣服的男孩
纳粹
菊次郎的夏天
MattDamon
间谍
特工
谍影重重3
2007
卑鄙的我
3D动画
恶搞
圣诞
雨人
TomCruise
虎口脱险
1966
七武士
武士
黑澤明
韩国电影
东邪西毒
失忆
记忆
2000
disney
Animation
种族
非洲
卢旺达饭店
穿越时空的少女
清新
魂断蓝桥
芭蕾
恋恋笔记本
Notebook
love
猜火车
毒品
英国电影
Cult
迪士尼
2016
喜宴
gay
1986
傲慢与偏见
名著改编
KeiraKnightley
名著
1952
1990
美食
日影
小清新
治愈
喜剧之王
Pixar
1991
人工智能
stevenSpielberg
香水
动画电影
独裁
纪实
Crash
HarryPotter
KateWinslet
朗读者
RalphFiennes
花样年华
王家衛
碧海蓝天
LucBesson
吕克贝松
Blue
秒速5センチメートル
秒速5cm
新海城
文化
中东
金熊奖
罗生门
1950
DarrenAronofsky
战争之王
NicolasCage
尼古拉斯凯奇
藏羚羊
西藏
Marvel
唐伯虎点秋香
周星星
摇滚
海盗电台
理想
RachelMcAdams
蝙蝠侠
超级英雄
印度电影
地球上的星星
Aamir
鸟
纪录
在路上
真实故事
阿根廷电影
拉美
监狱
Tomhanks
恐怖电影
澳大利亚电影
好戏推荐
2015
希区柯克
AlfredHitchcock
1960
Alfred_Hitchcock
MatthewMcConaughey
JaredLeto
魔女宅急便
卡萨布兰卡
1942
纽约
有思考价值
这个男人来自地球
科幻与未来
唯美
婚外恋
爵士
独立电影
1953
施瓦辛格
终结者
西部片
牯岭街少年杀人事件
少年
台灣
公路
女权
RidleyScott
教师
ET
外星人
1982
狗狗
八千公物语
狗
哪吒闹海
库布里克
发条橙
StanleyKubrick
KeanuReeves
matrix
1992
港台
1990s
黄金三镖客
ClintEastwood
SergioLeone
上帝也疯狂
1931
无耻混蛋
校园
爱
once
爱尔兰电影
musical
music
ireland
蓝色大门
麦兜
游戏
与狼共舞
Kevinspacey
死刑
MorganFreeman
JackNicholson
老年
血钻
图灵
GuyRitchie
BradPitt
吸血鬼
荒岛余生
汤姆汉克斯
中央车站
巴西电影
疯狂的石头
反思
银河映像
疯狂
寿司
黄昏恋
宋智孝
角斗士
罗马
假如爱有天意
索马里
戰爭
War
